Lens Type,Lens Type Label,Lens Index,Coating,Coating Label,Single Lens Price (EUR),Pair Price Base (EUR),Tint Type,Tint Color,Tint Shade (%),Tint Recipe,Tint Fee Per Pair (EUR),Photochromic Color,Polarized Color,Frame Type,Frame Type Label,Edging Fee (EUR),Lens Pair Total (EUR),Rx Add-on Net (EUR),Profit (EUR),Rx Retail Net (EUR),Total Rx Add-on (EUR),Available,Notes
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Grey,85,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Grey,85,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Grey,85,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Grey,85,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Green,15,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Green,15,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Green,15,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Green,15,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Green,15,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Green,30,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Green,30,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Green,30,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Green,30,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Green,30,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Green,85,,6,,,FULL_FRAME,Full Frame,4.6,68.14,72.74,15,87.74,87.74,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Green,85,,6,,,NYLON_FRAME,Nylon Frame,5.9,68.14,74.04,15,89.04,89.04,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Green,85,,6,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,68.14,80.14,15,95.14,95.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Green,85,,6,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,FULL_TINT_CATALOG,Green,85,,6,,,LINDBERG_COMPLEX,Lindberg / Complex,20,68.14,88.14,15,103.14,103.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,GRADIENT,Brown,,50->0,12,,,FULL_FRAME,Full Frame,4.6,74.14,78.74,15,93.74,93.74,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,GRADIENT,Brown,,50->0,12,,,NYLON_FRAME,Nylon Frame,5.9,74.14,80.04,15,95.04,95.04,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,GRADIENT,Brown,,50->0,12,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,74.14,86.14,15,101.14,101.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,GRADIENT,Brown,,50->0,12,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,74.14,94.14,15,109.14,109.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,GRADIENT,Brown,,50->0,12,,,LINDBERG_COMPLEX,Lindberg / Complex,20,74.14,94.14,15,109.14,109.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,GRADIENT,Grey,,30->0,12,,,FULL_FRAME,Full Frame,4.6,74.14,78.74,15,93.74,93.74,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,GRADIENT,Grey,,30->0,12,,,NYLON_FRAME,Nylon Frame,5.9,74.14,80.04,15,95.04,95.04,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,GRADIENT,Grey,,30->0,12,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,74.14,86.14,15,101.14,101.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,GRADIENT,Grey,,30->0,12,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,74.14,94.14,15,109.14,109.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,GRADIENT,Grey,,30->0,12,,,LINDBERG_COMPLEX,Lindberg / Complex,20,74.14,94.14,15,109.14,109.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,GRADIENT,Green,,90->15,12,,,FULL_FRAME,Full Frame,4.6,74.14,78.74,15,93.74,93.74,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,GRADIENT,Green,,90->15,12,,,NYLON_FRAME,Nylon Frame,5.9,74.14,80.04,15,95.04,95.04,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,GRADIENT,Green,,90->15,12,,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,74.14,86.14,15,101.14,101.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,GRADIENT,Green,,90->15,12,,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,74.14,94.14,15,109.14,109.14,Yes,
TINTED,Tinted (Mono RX),1.67,BLUE_PRO,Blue PRO,31.07,62.14,GRADIENT,Green,,90->15,12,,,LINDBERG_COMPLEX,Lindberg / Complex,20,74.14,94.14,15,109.14,109.14,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,SERICUM_UV,UV Protection,19.53,39.06,,,,,0,Brown,,FULL_FRAME,Full Frame,4.6,39.06,43.66,15,58.66,58.66,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,SERICUM_UV,UV Protection,19.53,39.06,,,,,0,Brown,,NYLON_FRAME,Nylon Frame,5.9,39.06,44.96,15,59.96,59.96,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,SERICUM_UV,UV Protection,19.53,39.06,,,,,0,Brown,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,39.06,51.06,15,66.06,66.06,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,SERICUM_UV,UV Protection,19.53,39.06,,,,,0,Brown,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,39.06,59.06,15,74.06,74.06,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,SERICUM_UV,UV Protection,19.53,39.06,,,,,0,Brown,,LINDBERG_COMPLEX,Lindberg / Complex,20,39.06,59.06,15,74.06,74.06,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,SERICUM_UV,UV Protection,19.53,39.06,,,,,0,Grey,,FULL_FRAME,Full Frame,4.6,39.06,43.66,15,58.66,58.66,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,SERICUM_UV,UV Protection,19.53,39.06,,,,,0,Grey,,NYLON_FRAME,Nylon Frame,5.9,39.06,44.96,15,59.96,59.96,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,SERICUM_UV,UV Protection,19.53,39.06,,,,,0,Grey,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,39.06,51.06,15,66.06,66.06,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,SERICUM_UV,UV Protection,19.53,39.06,,,,,0,Grey,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,39.06,59.06,15,74.06,74.06,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,SERICUM_UV,UV Protection,19.53,39.06,,,,,0,Grey,,LINDBERG_COMPLEX,Lindberg / Complex,20,39.06,59.06,15,74.06,74.06,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,BLUE_PRO,Blue PRO,19.53,39.06,,,,,0,Brown,,FULL_FRAME,Full Frame,4.6,39.06,43.66,15,58.66,58.66,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,BLUE_PRO,Blue PRO,19.53,39.06,,,,,0,Brown,,NYLON_FRAME,Nylon Frame,5.9,39.06,44.96,15,59.96,59.96,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,BLUE_PRO,Blue PRO,19.53,39.06,,,,,0,Brown,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,39.06,51.06,15,66.06,66.06,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,BLUE_PRO,Blue PRO,19.53,39.06,,,,,0,Brown,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,39.06,59.06,15,74.06,74.06,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,BLUE_PRO,Blue PRO,19.53,39.06,,,,,0,Brown,,LINDBERG_COMPLEX,Lindberg / Complex,20,39.06,59.06,15,74.06,74.06,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,BLUE_PRO,Blue PRO,19.53,39.06,,,,,0,Grey,,FULL_FRAME,Full Frame,4.6,39.06,43.66,15,58.66,58.66,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,BLUE_PRO,Blue PRO,19.53,39.06,,,,,0,Grey,,NYLON_FRAME,Nylon Frame,5.9,39.06,44.96,15,59.96,59.96,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,BLUE_PRO,Blue PRO,19.53,39.06,,,,,0,Grey,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,39.06,51.06,15,66.06,66.06,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,BLUE_PRO,Blue PRO,19.53,39.06,,,,,0,Grey,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,39.06,59.06,15,74.06,74.06,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.56,BLUE_PRO,Blue PRO,19.53,39.06,,,,,0,Grey,,LINDBERG_COMPLEX,Lindberg / Complex,20,39.06,59.06,15,74.06,74.06,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,SERICUM_UV,UV Protection,30.66,61.32,,,,,0,Brown,,FULL_FRAME,Full Frame,4.6,61.32,65.92,15,80.92,80.92,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,SERICUM_UV,UV Protection,30.66,61.32,,,,,0,Brown,,NYLON_FRAME,Nylon Frame,5.9,61.32,67.22,15,82.22,82.22,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,SERICUM_UV,UV Protection,30.66,61.32,,,,,0,Brown,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,61.32,73.32,15,88.32,88.32,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,SERICUM_UV,UV Protection,30.66,61.32,,,,,0,Brown,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,61.32,81.32,15,96.32,96.32,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,SERICUM_UV,UV Protection,30.66,61.32,,,,,0,Brown,,LINDBERG_COMPLEX,Lindberg / Complex,20,61.32,81.32,15,96.32,96.32,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,SERICUM_UV,UV Protection,30.66,61.32,,,,,0,Grey,,FULL_FRAME,Full Frame,4.6,61.32,65.92,15,80.92,80.92,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,SERICUM_UV,UV Protection,30.66,61.32,,,,,0,Grey,,NYLON_FRAME,Nylon Frame,5.9,61.32,67.22,15,82.22,82.22,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,SERICUM_UV,UV Protection,30.66,61.32,,,,,0,Grey,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,61.32,73.32,15,88.32,88.32,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,SERICUM_UV,UV Protection,30.66,61.32,,,,,0,Grey,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,61.32,81.32,15,96.32,96.32,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,SERICUM_UV,UV Protection,30.66,61.32,,,,,0,Grey,,LINDBERG_COMPLEX,Lindberg / Complex,20,61.32,81.32,15,96.32,96.32,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,BLUE_PRO,Blue PRO,30.66,61.32,,,,,0,Brown,,FULL_FRAME,Full Frame,4.6,61.32,65.92,15,80.92,80.92,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,BLUE_PRO,Blue PRO,30.66,61.32,,,,,0,Brown,,NYLON_FRAME,Nylon Frame,5.9,61.32,67.22,15,82.22,82.22,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,BLUE_PRO,Blue PRO,30.66,61.32,,,,,0,Brown,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,61.32,73.32,15,88.32,88.32,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,BLUE_PRO,Blue PRO,30.66,61.32,,,,,0,Brown,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,61.32,81.32,15,96.32,96.32,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,BLUE_PRO,Blue PRO,30.66,61.32,,,,,0,Brown,,LINDBERG_COMPLEX,Lindberg / Complex,20,61.32,81.32,15,96.32,96.32,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,BLUE_PRO,Blue PRO,30.66,61.32,,,,,0,Grey,,FULL_FRAME,Full Frame,4.6,61.32,65.92,15,80.92,80.92,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,BLUE_PRO,Blue PRO,30.66,61.32,,,,,0,Grey,,NYLON_FRAME,Nylon Frame,5.9,61.32,67.22,15,82.22,82.22,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,BLUE_PRO,Blue PRO,30.66,61.32,,,,,0,Grey,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,61.32,73.32,15,88.32,88.32,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,BLUE_PRO,Blue PRO,30.66,61.32,,,,,0,Grey,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,61.32,81.32,15,96.32,96.32,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.6,BLUE_PRO,Blue PRO,30.66,61.32,,,,,0,Grey,,LINDBERG_COMPLEX,Lindberg / Complex,20,61.32,81.32,15,96.32,96.32,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,SERICUM_UV,UV Protection,38.9,77.8,,,,,0,Brown,,FULL_FRAME,Full Frame,4.6,77.8,82.4,15,97.4,97.4,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,SERICUM_UV,UV Protection,38.9,77.8,,,,,0,Brown,,NYLON_FRAME,Nylon Frame,5.9,77.8,83.7,15,98.7,98.7,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,SERICUM_UV,UV Protection,38.9,77.8,,,,,0,Brown,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,77.8,89.8,15,104.8,104.8,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,SERICUM_UV,UV Protection,38.9,77.8,,,,,0,Brown,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,77.8,97.8,15,112.8,112.8,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,SERICUM_UV,UV Protection,38.9,77.8,,,,,0,Brown,,LINDBERG_COMPLEX,Lindberg / Complex,20,77.8,97.8,15,112.8,112.8,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,SERICUM_UV,UV Protection,38.9,77.8,,,,,0,Grey,,FULL_FRAME,Full Frame,4.6,77.8,82.4,15,97.4,97.4,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,SERICUM_UV,UV Protection,38.9,77.8,,,,,0,Grey,,NYLON_FRAME,Nylon Frame,5.9,77.8,83.7,15,98.7,98.7,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,SERICUM_UV,UV Protection,38.9,77.8,,,,,0,Grey,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,77.8,89.8,15,104.8,104.8,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,SERICUM_UV,UV Protection,38.9,77.8,,,,,0,Grey,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,77.8,97.8,15,112.8,112.8,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,SERICUM_UV,UV Protection,38.9,77.8,,,,,0,Grey,,LINDBERG_COMPLEX,Lindberg / Complex,20,77.8,97.8,15,112.8,112.8,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,BLUE_PRO,Blue PRO,38.9,77.8,,,,,0,Brown,,FULL_FRAME,Full Frame,4.6,77.8,82.4,15,97.4,97.4,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,BLUE_PRO,Blue PRO,38.9,77.8,,,,,0,Brown,,NYLON_FRAME,Nylon Frame,5.9,77.8,83.7,15,98.7,98.7,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,BLUE_PRO,Blue PRO,38.9,77.8,,,,,0,Brown,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,77.8,89.8,15,104.8,104.8,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,BLUE_PRO,Blue PRO,38.9,77.8,,,,,0,Brown,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,77.8,97.8,15,112.8,112.8,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,BLUE_PRO,Blue PRO,38.9,77.8,,,,,0,Brown,,LINDBERG_COMPLEX,Lindberg / Complex,20,77.8,97.8,15,112.8,112.8,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,BLUE_PRO,Blue PRO,38.9,77.8,,,,,0,Grey,,FULL_FRAME,Full Frame,4.6,77.8,82.4,15,97.4,97.4,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,BLUE_PRO,Blue PRO,38.9,77.8,,,,,0,Grey,,NYLON_FRAME,Nylon Frame,5.9,77.8,83.7,15,98.7,98.7,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,BLUE_PRO,Blue PRO,38.9,77.8,,,,,0,Grey,,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,77.8,89.8,15,104.8,104.8,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,BLUE_PRO,Blue PRO,38.9,77.8,,,,,0,Grey,,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,77.8,97.8,15,112.8,112.8,Yes,
PHOTOCHROMIC_SOLIS,Photochromic (Solis II),1.67,BLUE_PRO,Blue PRO,38.9,77.8,,,,,0,Grey,,LINDBERG_COMPLEX,Lindberg / Complex,20,77.8,97.8,15,112.8,112.8,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,SERICUM_UV,UV Protection,41.98,83.96,,,,,0,,Brown,FULL_FRAME,Full Frame,4.6,83.96,88.56,15,103.56,103.56,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,SERICUM_UV,UV Protection,41.98,83.96,,,,,0,,Brown,NYLON_FRAME,Nylon Frame,5.9,83.96,89.86,15,104.86,104.86,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,SERICUM_UV,UV Protection,41.98,83.96,,,,,0,,Brown,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,83.96,95.96,15,110.96,110.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,SERICUM_UV,UV Protection,41.98,83.96,,,,,0,,Brown,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,83.96,103.96,15,118.96,118.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,SERICUM_UV,UV Protection,41.98,83.96,,,,,0,,Brown,LINDBERG_COMPLEX,Lindberg / Complex,20,83.96,103.96,15,118.96,118.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,SERICUM_UV,UV Protection,41.98,83.96,,,,,0,,Grey,FULL_FRAME,Full Frame,4.6,83.96,88.56,15,103.56,103.56,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,SERICUM_UV,UV Protection,41.98,83.96,,,,,0,,Grey,NYLON_FRAME,Nylon Frame,5.9,83.96,89.86,15,104.86,104.86,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,SERICUM_UV,UV Protection,41.98,83.96,,,,,0,,Grey,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,83.96,95.96,15,110.96,110.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,SERICUM_UV,UV Protection,41.98,83.96,,,,,0,,Grey,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,83.96,103.96,15,118.96,118.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,SERICUM_UV,UV Protection,41.98,83.96,,,,,0,,Grey,LINDBERG_COMPLEX,Lindberg / Complex,20,83.96,103.96,15,118.96,118.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,SERICUM_UV,UV Protection,41.98,83.96,,,,,0,,Green,FULL_FRAME,Full Frame,4.6,83.96,88.56,15,103.56,103.56,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,SERICUM_UV,UV Protection,41.98,83.96,,,,,0,,Green,NYLON_FRAME,Nylon Frame,5.9,83.96,89.86,15,104.86,104.86,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,SERICUM_UV,UV Protection,41.98,83.96,,,,,0,,Green,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,83.96,95.96,15,110.96,110.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,SERICUM_UV,UV Protection,41.98,83.96,,,,,0,,Green,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,83.96,103.96,15,118.96,118.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,SERICUM_UV,UV Protection,41.98,83.96,,,,,0,,Green,LINDBERG_COMPLEX,Lindberg / Complex,20,83.96,103.96,15,118.96,118.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,BLUE_PRO,Blue PRO,41.98,83.96,,,,,0,,Brown,FULL_FRAME,Full Frame,4.6,83.96,88.56,15,103.56,103.56,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,BLUE_PRO,Blue PRO,41.98,83.96,,,,,0,,Brown,NYLON_FRAME,Nylon Frame,5.9,83.96,89.86,15,104.86,104.86,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,BLUE_PRO,Blue PRO,41.98,83.96,,,,,0,,Brown,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,83.96,95.96,15,110.96,110.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,BLUE_PRO,Blue PRO,41.98,83.96,,,,,0,,Brown,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,83.96,103.96,15,118.96,118.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,BLUE_PRO,Blue PRO,41.98,83.96,,,,,0,,Brown,LINDBERG_COMPLEX,Lindberg / Complex,20,83.96,103.96,15,118.96,118.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,BLUE_PRO,Blue PRO,41.98,83.96,,,,,0,,Grey,FULL_FRAME,Full Frame,4.6,83.96,88.56,15,103.56,103.56,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,BLUE_PRO,Blue PRO,41.98,83.96,,,,,0,,Grey,NYLON_FRAME,Nylon Frame,5.9,83.96,89.86,15,104.86,104.86,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,BLUE_PRO,Blue PRO,41.98,83.96,,,,,0,,Grey,RIMLESS_PRESSING,Rimless (Plastic Pressing),12,83.96,95.96,15,110.96,110.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,BLUE_PRO,Blue PRO,41.98,83.96,,,,,0,,Grey,RIMLESS_INDIVIDUAL,Rimless (Individual Mountings),20,83.96,103.96,15,118.96,118.96,Yes,
POLARIZED_NUPOLAR,Polarized (NuPolar),1.6,BLUE_PRO,Blue PRO,41.98,83.96,,,,,0,,Grey,LINDBERG_COMPLEX,Lindberg / Complex,20,83.96,103.96,15,118.96,118.96,Yes,
